Kinase Uniprot ID	Kinase Name	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
P35968	KDR	0.709348401427506	0.741364477254825	1.45071287868233	1.50807828741385	0.551078257500057	0.551290534722395	0.0549173190476715	18.8888888888889
P35916	FLT4	0.757615559478491	0.66908975765379	1.42670531713228	1.42439654013955	0.575444285859542	0.566017483752975	0.172060145545591	14.7777777777778
Q12866	Mer	0.65003322856333	0.712198270069774	1.3622314986331	1.4199421987133	0.466417954789934	0.463462817105198	0.0469722668588066	52.7777777777778
P08581	Met	0.71463863409186	0.650987338722556	1.36562597281442	1.38178449672058	0.523878410884779	0.50787233916496	0.0903697966965841	32.2222222222222
P29317	EphA2	0.47429332417752	0.858029305995027	1.33232263017255	1.37046808165076	0.53099207503894	0.512344705377354	0.0684722600094554	8.22222222222222
P29323	EphB2	0.619066137851303	0.712198270069774	1.33126440792108	1.33126440792108	0.697152457488059	0.697152457488059	0	4
P42679	CTK	0.525301504593116	0.686145596850805	1.21144710144392	1.26504023872755	0.452726264602093	0.47646449205218	0.0848817837750096	30.6666666666667
P09769	Fgr	0.848330124458817	0.681573738555499	1.52990386301432	1.19898067000184	0.62799205333235	0.573477708799444	0.197646729227885	8.11111111111111
P10721	Kit	0.420923472264627	0.495675263371451	0.916598735636078	1.19898067000184	0.387906584662075	0.495453293662978	0.189166737425431	17.2222222222222
P07333	FmS/CSFR	0.495648422649195	0.760060022976672	1.25570844562587	1.18957928369366	0.548242883998475	0.515742294406418	0.159902979273213	9.33333333333333
Q15303	HER4	0.489051946394914	0.615562632609215	1.10461457900413	1.1607482720969	0.469064561019805	0.472683024213054	0.079832556522638	30.7777777777778
P16234	PDGFR[alpha]	0.491550303717123	0.756984622063387	1.24853492578051	1.14165533018788	0.553375566230264	0.515916696166638	0.110993137811585	6.22222222222222
P07332	Fes	0.667942643848332	0.627520556501329	1.29546320034966	1.01313872970996	0.580486928041962	0.495866001956851	0.235852084265866	13.6666666666667
P07949	Ret	0.42265877067929	0.534308594200537	0.956967364879827	1.00944804683624	0.428497401118336	0.466255167064074	0.0958422866856634	17.6666666666667
P41240	CSK	0.377916070463187	0.508478632335577	0.886394702798764	0.958781067387363	0.409484227943413	0.436232193854187	0.0535228416767662	44.4444444444444
Q13308	CCK4/PTK7	0.435618265774786	0.519993057042849	0.955611322817636	0.956511971648439	0.586901890320176	0.586901890320176	0	3
P54762	EphB1	0.469700796166529	0.544828195488748	1.01452899165528	0.951316001357483	0.568508816191625	0.522801014112699	0.102033436101889	4.25
P00533	EGFR	0.196856598017325	0.636918767389984	0.833775365407309	0.926868435059007	0.352192891959614	0.368493458176185	0.0395165521490874	49.2222222222222
P42680	TEC	0.433779694323955	0.403003857950829	0.836783552274784	0.896168922772931	0.429486577198202	0.425911613683783	0.0239882858050063	41.4444444444444
P42681	TXK	0.463649061253909	0.515050844647758	0.978699905901667	0.861747840859395	0.421995660538885	0.446997463448804	0.0873405621441496	31.1111111111111
P30530	Axl	0.428142419276951	0.519961312670407	0.948103731947358	0.861406816513719	0.42307221465536	0.402207322041797	0.0721260186606592	63.1111111111111
Q08345	DDR1	0.441935443573221	0.391473966422806	0.833409409996027	0.837590939778932	0.588644806752987	0.588644806752987	0	3
Q13882	Brk	0.290282831405441	0.552789740771906	0.843072572177347	0.833356787780556	0.387513900339339	0.389138215578407	0.0171713587551276	68.5555555555556
P51813	Etk/BMX	0.387193067223293	0.456164490325447	0.84335755754874	0.756287457646944	0.416615367727042	0.408957671512515	0.0260357861460318	34.5555555555556
P36888	FLT3	0.260962218074933	0.286622483037007	0.54758470111194	0.750351677566438	0.28506338813133	0.41554855269249	0.219129368350589	14.1428571428571
P23458	JAK1~b	0.347806103769843	0.474880027704091	0.822686131473934	0.729272104537681	0.457160390909027	0.41738911090828	0.0795425600014947	5.5
P04626	HER2	0.290655130737289	0.482212029532159	0.772867160269448	0.647585919909329	0.390820724763048	0.369438104677477	0.0797100312414596	33.5555555555556
Q06418	Tyro3/Sky	0.255965419057925	0.418101493803308	0.674066912861233	0.639899091243039	0.381159456392974	0.376130885917512	0.0285880536831868	46.7777777777778
P16591	Fer	0.189978422724558	0.307615740484023	0.497594163208582	0.61482287118157	0.295846157457253	0.359449859562043	0.124736410248476	15.3333333333333
Q06187	BTK	0.285744291710492	0.431817613761918	0.71756190547241	0.614737008294398	0.379551040316075	0.35488216654601	0.0912383486670711	23.8888888888889
P21802	FGFR2	0.232804862920962	0.254374971324268	0.487179834245229	0.505678401756502	0.078735234914553	0.0808757230496932	0.340914842456093	11.8888888888889
P11362	FGFR1	0.121922599741137	0.212463169347196	0.334385769088333	0.40820105426946	0.235870803845304	0.266689066606014	0.0886223260084478	17.5555555555556
P54760	EphB4	0.136083029410576	0.238072161579471	0.374155190990047	0.374155190990047	0.226383596475633	0.226383596475633	0	3
Q08881	ITK	0.0806223774226912	0.309022650288173	0.389645027710864	0.348935307995961	0.270025931323267	0.275567931998681	0.0209260744405628	39.5555555555556
P22455	FGFR4	0.111002916394438	0.224433323969013	0.335436240363451	0.335109927046723	0.227229266557895	0.245981350486656	0.114604322150037	23.2222222222222
P22607	FGFR3	0.104147689127533	0.114045447121793	0.218193136249326	0.257168075227163	0.0222928271023444	0.0292627598790913	0.212279428630932	11.6666666666667
P54753	EphB3	0.109020403010311	0.0476919903378748	0.156712393348186	0.156712393348186	0.188003886472011	0.188003886472011	NA	4
P09619	PDGFR[beta]	0.075922729042892	0.0509764298612235	0.126899158904116	0.102320136890234	0.169950639533064	0.149510890601625	0.0520618544945115	13.8888888888889
O60674	JAK2	0.0108047648509903	0.0695666670801777	0.080371431931168	0.0591330334592593	0.0736786416063386	0.0638206321128651	0.0248568817190947	23.8888888888889
P52333	JAK3	0.0238855204963676	0	0.0238855204963676	0.0231916626619338	0.0177805037463108	0.0517040082118807	0.0402283276222852	5.55555555555556
P17948	FLT1	0.0107277325163815	0.0240513662745346	0.0347790987909161	0.00261361560268669	-0.000152769485655287	0.00175817298814816	0.0615778377400564	24
P29597	Tyk2	0.000193213047250865	0	0.000193213047250865	0	-0.000553445223732962	-0.000553445223732962	0	4
